primaryIdentifier,secondaryIdentifier,symbol,name,sgdAlias,briefDescription,chromosome.primaryIdentifier,chromosomeLocation.start,chromosomeLocation.end,chromosomeLocation.strand,organism.shortName,featureType,gene.link
SGD:S000000353,YBR149W,ARA1,D-ARAbinose dehydrogenase,D-arabinose 1-dehydrogenase (NAD(P)(+)) ARA1,NADP+ dependent arabinose dehydrogenase,chrII,539987,541021,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000353
SGD:S000000058,YAL062W,GDH3,Glutamate DeHydrogenase,FUN51|glutamate dehydrogenase (NADP(+)) GDH3,NADP(+)-dependent glutamate dehydrogenase,chrI,31567,32940,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000058
SGD:S000005902,YOR375C,GDH1,Glutamate DeHydrogenase,DHE4|GDHA|GDH-A|glutamate dehydrogenase (NADP(+)) GDH1|URE1,NADP(+)-dependent glutamate dehydrogenase,chrXV,1041678,1043042,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005902
SGD:S000004839,YMR226C,?,?,oxidoreductase|TMA29,NADP(+)-dependent serine dehydrogenase and carbonyl reductase,chrXIII,721593,722396,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004839
SGD:S000003125,YGL157W,ARI1,"Aldehyde Reductase Intermediate, subclass of SDR",carbonyl reductase (NADPH-dependent) ARI1,NADPH-dependent aldehyde reductase,chrVII,209006,210049,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003125
SGD:S000002776,YDR368W,YPR1,Yeast Putative Reductase,trifunctional aldehyde reductase/carbonyl reductase (NADPH)/glucose 1-dehydrogenase (NADP(+)) YPR1,NADPH-dependent aldo-keto reductase,chrIV,1213904,1214842,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002776
SGD:S000002282,YDL124W,?,?,aldo-keto reductase superfamily protein,NADPH-dependent alpha-keto amide reductase,chrIV,240259,241197,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002282
SGD:S000000702,YCR105W,ADH7,Alcohol DeHydrogenase,ADHVII|NADP-dependent alcohol dehydrogenase,NADPH-dependent medium chain alcohol dehydrogenase,chrIII,309070,310155,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000702
SGD:S000004937,YMR318C,ADH6,Alcohol DeHydrogenase,ADHVI|NADP-dependent alcohol dehydrogenase,NADPH-dependent medium chain alcohol dehydrogenase,chrXIII,911061,912143,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004937
SGD:S000000250,YBR046C,ZTA1,ZeTA-crystallin,NADPH:quinone reductase,NADPH-dependent quinone reductase,chrII,330507,331511,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000250
SGD:S000003128,YGL160W,AIM14,Altered Inheritance rate of Mitochondria,putative metalloreductase|YNO1,NADPH oxidase localized to the perinuclear ER,chrVII,200561,202273,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003128
SGD:S000002864,YDR456W,NHX1,Na+/H+ eXchanger,bifunctional K:H/Na:H antiporter NHX1|NHA2|VPL27|VPS44,Na+/H+ and K+/H+ exchanger,chrIV,1367485,1369386,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002864
SGD:S000004128,YLR138W,NHA1,Na+/H+ Antiporter,?,Na+/H+ antiporter,chrXII,418437,421394,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004128
SGD:S000004673,YMR069W,NAT4,N-AcetylTransferase,NAA40|N-terminal L-serine N(alpha)-acetyltransferase NatD,N alpha-acetyl-transferase,chrXIII,407709,408566,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004673
SGD:S000005190,YNL246W,VPS75,Vacuolar Protein Sorting,?,NAP family histone chaperone,chrXIV,185460,186349,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005190
SGD:S000000927,YER125W,RSP5,Reverses Spt- Phenotype,HPG1|MDP1|MUT2|NEDD4 family E3 ubiquitin-protein ligase|NPI1|SMM1|UBY1,NEDD4 family E3 ubiquitin ligase,chrV,410189,412618,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000927
SGD:S000006358,YPR154W,PIN3,Psi+ INducibility,LSB2,Negative regulator of actin nucleation-promoting factor activity,chrXVI,834565,835212,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000006358
SGD:S000003368,YGR136W,LSB1,Las Seventeen Binding protein,?,Negative regulator of actin nucleation-promoting factor activity,chrVII,762428,763153,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003368
SGD:S000004637,YMR034C,RCH1,Regulator of Calcium Homeostasis,?,Negative regulator of cytosolic calcium homeostasis,chrXIII,339418,340722,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004637
SGD:S000000655,YCR059C,YIH1,Yeast Impact Homolog,?,Negative regulator of eIF2 kinase Gcn2p,chrIII,223454,224230,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000655
SGD:S000001742,YKR034W,DAL80,Degradation of Allantoin,UGA43,Negative regulator of genes in multiple nitrogen degradation pathways,chrXI,506898,507707,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001742
SGD:S000005633,YOR107W,RGS2,Regulator of heterotrimeric G protein Signaling,GTPase-activating protein RGS2,Negative regulator of glucose-induced cAMP signaling,chrXV,521353,522282,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005633
SGD:S000004032,YLR042C,NFG1,Negative regulator of the Filamentous Growth MAPK pathway,?,Negative regulator of the filamentous growth pathway,chrXII,229966,230451,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004032
SGD:S000002685,YDR277C,MTH1,MSN Three Homolog,BPC1|DGT1|HTR1,Negative regulator of the glucose-sensing signal transduction pathway,chrIV,1014401,1015702,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002685
SGD:S000000615,YCR021C,HSP30,Heat Shock Protein,YRO1,Negative regulator of the H(+)-ATPase Pma1p,chrIII,156109,157107,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000615
SGD:S000005569,YOR043W,WHI2,WHIskey,?,Negative regulator of TORC1 in response to limiting leucine,chrXV,410870,412330,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005569
SGD:S000001488,YKL005C,BYE1,BYpass of ESS1,?,Negative regulator of transcription elongation,chrXI,433093,434877,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001488
SGD:S000000626,YCR030C,SYP1,Suppressor of Yeast Profilin deletion,YCR029C-A,Negative regulator of WASP-Arp23 complex,chrIII,173826,176438,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000626
SGD:S000005580,YOR054C,VHS3,Viable in a Hal3 Sit4 background,phosphopantothenoylcysteine decarboxylase complex subunit VHS3|YOR29-05,Negative regulatory subunit of protein phosphatase 1 Ppz1p,chrXV,427833,429857,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005580
SGD:S000001780,YKR072C,SIS2,SIt4 Suppressor,HAL3|phosphopantothenoylcysteine decarboxylase complex subunit SIS2,Negative regulatory subunit of protein phosphatase 1 (Ppz1p),chrXI,576435,578123,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001780
SGD:S000002408,YDR001C,NTH1,Neutral TreHalase,"alpha,alpha-trehalase NTH1","Neutral trehalase, degrades trehalose",chrIV,450220,452475,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002408
SGD:S000005595,YOR069W,VPS5,Vacuolar Protein Sorting,GRD2|PEP10|sorting nexin 1|VPT5|YOR29-20,Nexin-1 homolog,chrXV,453768,455795,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005595
SGD:S000002810,YDR402C,DIT2,DITyrosine,CYP56|putative cytochrome P450,N-formyltyrosine oxidase,chrIV,1272234,1273703,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002810
SGD:S000003005,YGL037C,PNC1,Pyrazinamidase and NiCotinamidase,nicotinamidase,Nicotinamidase that converts nicotinamide to nicotinic acid,chrVII,427297,427947,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003005
SGD:S000000552,YCL047C,POF1,Promoter Of Filamentation,nicotinamide-nucleotide adenylyltransferase,Nicotinamide mononucleotide-specific adenylyltransferase (NMNAT),chrIII,43661,44437,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000552
SGD:S000005073,YNL129W,NRK1,Nicotinamide Riboside Kinase,ribosylnicotinamide kinase,Nicotinamide riboside kinase,chrXIV,381480,382202,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005073
SGD:S000005735,YOR209C,NPT1,Nicotinate PhosphoribosylTransferase,nicotinate phosphoribosyltransferase,Nicotinate phosphoribosyltransferase,chrXV,736437,737726,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005735
SGD:S000003242,YGR010W,NMA2,Nicotinamide Mononucleotide Adenylyltransferase,nicotinamide-nucleotide adenylyltransferase NMA2,Nicotinic acid mononucleotide adenylyltransferase,chrVII,511545,512732,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003242
SGD:S000004320,YLR328W,NMA1,Nicotinamide Mononucleotide Adenylyltransferase,nicotinamide-nucleotide adenylyltransferase NMA1,Nicotinic acid mononucleotide adenylyltransferase,chrXII,784913,786118,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004320
SGD:S000001584,YKL101W,HSL1,Histone Synthetic Lethal,ELM2|NIK1|protein kinase HSL1,Nim1p-related protein kinase,chrXI,248920,253476,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001584
SGD:S000004343,YLR351C,NIT3,NITrilase superfamily,putative hydrolase,Nit protein,chrXII,829489,830364,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004343
SGD:S000003662,YJL126W,NIT2,NITrilase superfamily,putative hydrolase,Nit protein,chrX,184501,185424,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003662
SGD:S000003466,YGR234W,YHB1,Yeast flavoHemogloBin,flavohemoglobin|YHB4,Nitric oxide oxidoreductase,chrVII,959904,961103,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003466
SGD:S000001426,YIL164C,NIT1,NITrilase superfamily,?,Nitrilase,chrIX,34087,34686,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001426
SGD:S000005173,YNL229C,URE2,UREidosuccinate transport,glutathione peroxidase|[URE3],Nitrogen catabolite repression transcriptional regulator,chrXIV,219137,220201,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005173
SGD:S000004043,YLR053C,NRS1,Nitrogen-Responsive Start regulator,?,Nitrogen-responsive activator of Start,chrXII,248100,248426,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004043
SGD:S000002781,YDR373W,FRQ1,FReQuenin homolog,frequenin,N-myristoylated calcium-binding protein,chrIV,1222759,1223331,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002781
SGD:S000004185,YLR195C,NMT1,N-Myristoyl Transferase,CDC72|glycylpeptide N-tetradecanoyltransferase NMT1,N-myristoyl transferase,chrXII,541937,543304,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004185
SGD:S000001069,YHR027C,RPN1,Regulatory Particle Non-ATPase,HRD2|NAS1|proteasome regulatory particle base subunit RPN1,Non-ATPase base subunit of the 19S RP of the 26S proteasome,chrVIII,161730,164711,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001069
SGD:S000002835,YDR427W,RPN9,Regulatory Particle Non-ATPase,NAS7|proteasome regulatory particle lid subunit RPN9,Non-ATPase regulatory subunit of the 26S proteasome,chrIV,1322205,1323386,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002835
SGD:S000005243,YNL299W,TRF5,Topoisomerase one-Related Function,non-canonical poly(A) polymerase TRF5,Non-canonical poly(A) polymerase,chrXIV,66517,68445,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005243
SGD:S000005475,YOL115W,PAP2,Poly(A) Polymerase,non-canonical poly(A) polymerase PAP2|TRF4,Non-canonical poly(A) polymerase,chrXV,101475,103229,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005475
SGD:S000002572,YDR165W,TRM82,Transfer RNA Methyltransferase,?,Noncatalytic subunit of a tRNA methyltransferase complex,chrIV,784871,786205,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002572
SGD:S000000614,YCR020C-A,MAK31,MAintenance of Killer,LSM9|NAA38|SMX1,Non-catalytic subunit of N-terminal acetyltransferase of the NatC type,chrIII,154830,155096,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000614
SGD:S000005436,YOL076W,MDM20,Mitochondrial Distribution and Morphology,DEC1|NAA25,Non-catalytic subunit of the NatB N-terminal acetyltransferase,chrXV,187024,189414,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005436
SGD:S000000779,YEL053C,MAK10,MAintenance of Killer,NAA35,Non-catalytic subunit of the NatC N-terminal acetyltransferase,chrV,53901,56102,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000779
SGD:S000029709,YNCL0024C,ITS1-2,Internal Transcribed Spacer,internal transcribed spacer 1|ITS1,Non-coding region between RDN58 and RDN18,chrXII,464709,465069,-1,S. cerevisiae,rRNA gene,https://www.yeastgenome.org/locus/S000029709
SGD:S000029715,YNCL0015C,ITS1-1,Internal Transcribed Spacer,internal transcribed spacer 1|ITS1,Non-coding region between RDN58 and RDN18,chrXII,455572,455932,-1,S. cerevisiae,rRNA gene,https://www.yeastgenome.org/locus/S000029715
SGD:S000029712,YNCL0022C,ITS2-2,Internal Transcribed Spacer,internal transcribed spacer 2|ITS2,Non-coding region between RDN58 and RDN25,chrXII,464319,464550,-1,S. cerevisiae,rRNA gene,https://www.yeastgenome.org/locus/S000029712
SGD:S000029716,YNCL0013C,ITS2-1,Internal Transcribed Spacer,internal transcribed spacer 2|ITS2,Non-coding region between RDN58 and RDN25,chrXII,455182,455413,-1,S. cerevisiae,rRNA gene,https://www.yeastgenome.org/locus/S000029716
SGD:S000029718,YNCL0011C,ETS2-1,External Transcribed Spacer,3' ETS|external transcribed spacer,Non-coding region located adjacent to and downstream of RDN25,chrXII,451575,451785,-1,S. cerevisiae,rRNA gene,https://www.yeastgenome.org/locus/S000029718
SGD:S000029713,YNCL0019C,ETS2-2,External Transcribed Spacer,3' ETS|external transcribed spacer,Non-coding region located adjacent to RDN25,chrXII,460712,460922,-1,S. cerevisiae,rRNA gene,https://www.yeastgenome.org/locus/S000029713
SGD:S000029717,YNCL0017C,ETS1-1,External Transcribed Spacer,5' ETS|external transcribed spacer,Non-coding region located immediately upstream of RDN18,chrXII,457733,458432,-1,S. cerevisiae,rRNA gene,https://www.yeastgenome.org/locus/S000029717
SGD:S000029707,YNCL0026C,ETS1-2,External Transcribed Spacer,5' ETS|external transcribed spacer,Non-coding region located immediately upstream of RDN18,chrXII,466870,467569,-1,S. cerevisiae,rRNA gene,https://www.yeastgenome.org/locus/S000029707
SGD:S000003945,YLL022C,HIF1,Hat1 Interacting Factor,?,Non-essential component of the HAT-B histone acetyltransferase complex,chrXII,99044,100201,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003945
SGD:S000003265,YGR033C,TIM21,Translocase of the Inner Mitochondrial membrane,FMP17,Nonessential component of the TIM23 complex,chrVII,554248,554967,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000003265
SGD:S000001199,YHR156C,LIN1,LINk,SNU40|U5 snRNP complex subunit LIN1,Non-essential component of U5 snRNP,chrVIII,411384,412406,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001199
SGD:S000000741,YEL015W,EDC3,Enhancer of mRNA DeCapping,DCP3|LSM16,Non-essential conserved protein with a role in mRNA decapping,chrV,126629,128284,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000741
SGD:S000004260,YLR270W,DCS1,DeCapping Scavenger,5'-(N(7)-methyl 5'-triphosphoguanosine)-(mRNA) diphosphatase|DcpS,Non-essential hydrolase involved in mRNA decapping,chrXII,681186,682238,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004260
SGD:S000000894,YER092W,IES5,Ino Eighty Subunit,?,Non-essential INO80 chromatin remodeling complex subunit,chrV,342855,343232,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000894
SGD:S000002160,YDL002C,NHP10,Non-Histone Protein,HMO2,Non-essential INO80 chromatin remodeling complex subunit,chrIV,446967,447578,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002160
SGD:S000001059,YHR017W,YSC83,?,?,Non-essential mitochondrial protein of unknown function,chrVIII,138694,139851,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001059
SGD:S000000866,YER064C,VHR2,VHt1 Regulator,?,Non-essential nuclear protein,chrV,282705,284222,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000866
SGD:S000002570,YDR163W,CWC15,Complexed With Cef1p,U2-type spliceosomal complex subunit CWC15,Non-essential protein involved in pre-mRNA splicing,chrIV,781423,781950,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002570
SGD:S000005942,YPL021W,ECM23,ExtraCellular Mutant,SRD2,Non-essential protein of unconfirmed function,chrXVI,511101,511664,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005942
SGD:S000001712,YKR004C,ECM9,ExtraCellular Mutant,YKR004C-A,Non-essential protein of unknown function,chrXI,446799,448036,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001712
SGD:S000000280,YBR076W,ECM8,ExtraCellular Mutant,?,Non-essential protein of unknown function,chrII,390227,391291,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000280
SGD:S000000125,YBL029W,?,?,?,Non-essential protein of unknown function,chrII,166134,167264,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000125
SGD:S000000192,YBL096C,?,?,?,Non-essential protein of unknown function,chrII,43174,43482,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000192
SGD:S000000646,YCR050C,?,?,?,Non-essential protein of unknown function,chrIII,213464,213772,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000646
SGD:S000002134,YAL034C,FUN19,Function Unknown Now,?,Non-essential protein of unknown function,chrI,80710,81951,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002134
SGD:S000004544,YML079W,?,?,CFF1,Non-essential protein of unknown function,chrXIII,110247,110852,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004544
SGD:S000000139,YBL043W,ECM13,ExtraCellular Mutant,?,Non-essential protein of unknown function,chrII,136688,137461,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000139
SGD:S000005618,YOR092W,ECM3,ExtraCellular Mutant,putative ATPase ECM3|YOR3165W,Non-essential protein of unknown function,chrXV,495127,496968,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005618
SGD:S000000097,YBL001C,ECM15,ExtraCellular Mutant,?,Non-essential protein of unknown function,chrII,237153,237467,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000097
SGD:S000000177,YBL081W,?,?,?,Non-essential protein of unknown function,chrII,71866,72972,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000177
SGD:S000002920,YDR512C,EMI1,Early Meiotic Induction,?,Non-essential protein of unknown function,chrIV,1470500,1471063,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000002920
SGD:S000003940,YLL017W,?,?,Ras family guanine nucleotide exchange factor SDC25|SDC25,Non-essential Ras guanine nucleotide exchange factor (GEF),chrXII,112234,112545,1,S. cerevisiae,pseudogene,https://www.yeastgenome.org/locus/S000003940
SGD:S000003939,YLL016W,SDC25,Suppressor of cdc25,Ras family guanine nucleotide exchange factor SDC25,Non-essential Ras guanine nucleotide exchange factor (GEF),chrXII,112847,115993,1,S. cerevisiae,pseudogene,https://www.yeastgenome.org/locus/S000003939
SGD:S000000071,YAR018C,KIN3,protein KINase,FUN52|NPK1|serine/threonine protein kinase KIN3,Nonessential serine/threonine protein kinase,chrI,170396,171703,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000071
SGD:S000001763,YKR055W,RHO4,Ras HOmolog,Rho family GTPase RHO4,Non-essential small GTPase,chrXI,548216,549091,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001763
SGD:S000005034,YNL090W,RHO2,Ras HOmolog,Rho family GTPase RHO2,Non-essential small GTPase of the Rho/Rac family of Ras-like proteins,chrXIV,456565,457143,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005034
SGD:S000001380,YIL118W,RHO3,Ras HOmolog,Rho family GTPase RHO3,Non-essential small GTPase of the Rho/Rac family of Ras-like proteins,chrIX,139752,140447,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000001380
SGD:S000005124,YNL180C,RHO5,Ras HOmolog,Rho family GTPase RHO5|YNS0,Non-essential small GTPase of the Rho/Rac family of Ras-like proteins,chrXIV,299654,300649,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000005124
SGD:S000004283,YLR292C,SEC72,SECretory,Sec63 complex subunit SEC72|SEC67|SIM2,Non-essential subunit of Sec63 complex,chrXII,719789,720370,-1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000004283
SGD:S000000375,YBR171W,SEC66,SECretory,HSS1|KAR7|Sec63 complex subunit SEC66|SEC71,Non-essential subunit of Sec63 complex,chrII,578364,578984,1,S. cerevisiae,ORF,https://www.yeastgenome.org/locus/S000000375
